,License,Inspection_ID,seriousCount,minorCount,Facility_Type,pastFail,pastCritical,pastSerious,pastMinor,timeSinceLast,firstRecord,ageAtInspection,consumption_on_premises_incidental_activity,tobacco_retail_over_counter,package_goods,limited_business_license,outdoor_patio,public_place_of_amusement,childrens_services_facility_license,tavern,regulated_business_license,filling_station,caterers_liquor_license,mobile_food_license,heat_burglary,heat_garbage,heat_sanitation,Inspector_Assigned,precipIntensity,temperatureMax,windSpeed,humidity,criticalFound,last_check
998,12676,1361448,0,3,Restaurant,0,0,0,3,10.0,0,7.7013698630137,0,0,0,0,0,0,0,0,0,0,0,0,28.9136677558078,32.3967338334954,47.5017651596525,green,0.0,52.2033333333333,9.80333333333333,0.55,0,0.0
999,12681,1296274,0,5,Restaurant,0,0,0,0,10.4,1,6.47945205479452,0,0,0,0,0,0,0,0,0,0,0,0,12.4956802585319,23.261496290066,3.29780185193231,orange,0.0016433333333333,25.4866666666667,9.99,0.76,0,0.14215476699444207
1000,12681,1401723,2,13,Restaurant,0,0,0,5,13.0,0,7.55890410958904,0,0,0,0,0,0,0,0,0,0,0,0,11.6379916594097,7.25454056213725,0.1950884074267,blue,0.0004333333333333,21.3633333333333,6.53333333333333,0.623333333333333,1,0.0
1001,12687,1202213,0,6,Restaurant,0,0,0,0,10.4,1,5.37260273972603,1,0,0,0,0,0,0,0,0,0,0,0,11.0062487475901,16.90490658685,27.6918774242042,brown,0.0,60.7466666666667,14.93,0.54,0,0.14215476699444207
1002,12687,1361320,3,10,Restaurant,0,0,0,6,17.0,0,6.82191780821918,0,0,0,0,0,0,0,0,0,0,0,0,25.5640139344876,6.06507008203436,31.3795265202889,green,4.66666666666667e-05,86.4733333333333,10.2133333333333,0.68,1,0.0
1003,12690,539424,0,5,Restaurant,0,0,0,0,10.4,1,5.07671232876712,0,0,0,0,0,0,0,0,0,0,0,0,17.9212971360208,15.6361332839522,47.0453260288833,green,0.0005466666666666,74.16,6.24,0.773333333333333,0,0.14215476699444207
1004,12690,1271345,0,4,Restaurant,0,0,0,5,11.0,0,6.06027397260274,0,0,0,0,0,0,0,0,0,0,0,0,16.1563897258637,18.409657165175,28.7235268422889,brown,0.00384,80.9466666666667,8.77,0.753333333333333,0,0.0
1005,12690,1166251,0,1,Restaurant,0,0,0,4,6.0,0,6.61643835616438,0,0,0,0,0,0,0,0,0,0,0,0,26.0919454495948,17.4313501818208,13.5978511644257,yellow,9.66666666666667e-05,36.89,15.64,0.646666666666667,0,0.0
1006,12690,1375885,0,1,Restaurant,0,0,0,1,8.0,0,7.30958904109589,0,0,0,0,0,0,0,0,0,0,0,0,3.3321643195548,13.1554528299391,37.6097565478147,yellow,0.0009333333333333,48.9866666666667,8.39,0.85,0,0.0
1007,12702,659822,2,4,Restaurant,0,0,0,0,10.4,1,5.62191780821918,0,0,0,0,0,0,0,1,0,0,0,0,30.4366749110572,24.381098878071,20.257461512656,purple,0.00238,42.74,12.3733333333333,0.706666666666667,0,0.14215476699444207
1008,12752,1184413,0,4,Restaurant,0,0,0,0,10.4,1,6.10684931506849,1,0,0,0,0,0,0,0,0,0,0,0,10.7405000219203,2.7727109571843,5.88754435237613,yellow,0.00032,87.3966666666667,14.4066666666667,0.506666666666667,0,0.14215476699444207
1009,12752,1324517,0,2,Restaurant,0,0,0,4,11.0,0,7.08219178082192,1,0,0,0,0,0,0,0,0,0,0,0,18.3055882058315,0.339550136963612,23.3008868822865,yellow,0.0110566666666667,76.1733333333333,6.13333333333333,0.75,0,0.0
1010,12755,1098261,0,6,Restaurant,0,0,0,0,10.4,1,6.17534246575342,0,0,0,0,0,1,0,1,0,0,0,0,16.027126254475,16.7146956166199,61.2071574597753,blue,0.00115,64.59,14.5133333333333,0.606666666666667,0,0.14215476699444207
1011,12755,1188542,3,5,Restaurant,0,0,0,6,11.0,0,7.0958904109589,0,0,0,0,0,0,0,0,0,0,0,0,19.4779918027897,31.8318834142398,51.9086903798298,blue,0.0005633333333333,31.5866666666667,17.4633333333333,0.613333333333333,0,0.0
1012,12755,1401623,0,6,Restaurant,0,0,3,5,11.0,0,8.03835616438356,0,0,0,0,0,1,0,1,0,0,0,0,22.7535238990853,17.464596379014,50.5893516490688,green,0.0,20.1233333333333,12.92,0.506666666666667,0,0.0
1013,12766,1138800,0,3,Other,0,0,0,0,10.4,1,6.95890410958904,0,0,0,0,0,0,0,0,0,0,0,0,12.7308779675877,2.37430327436582,5.29002504765432,green,0.01161,48.6833333333333,13.2666666666667,0.856666666666667,0,0.14215476699444207
1014,12766,1391322,0,1,Other,0,0,0,3,10.0,0,7.82739726027397,0,0,0,1,0,0,0,0,0,0,0,0,16.9069819566458,3.58256136792787,1.8694001535715,green,0.0001333333333333,20.4566666666667,11.8866666666667,0.653333333333333,0,0.0
1015,12800,1092244,0,3,Restaurant,0,0,0,0,10.4,1,6.84109589041096,0,0,0,0,1,0,0,1,0,0,0,0,54.8654076891738,14.0890250674765,52.5980788194163,yellow,0.00246,46.7333333333333,10.02,0.773333333333333,0,0.14215476699444207
1016,12835,1391287,0,3,Grocery_Store,0,0,0,0,10.4,1,7.78356164383562,0,1,1,0,0,0,0,0,0,0,0,0,15.5401316671973,8.01995959988225,21.2146737792294,green,0.0001333333333333,30.97,10.1066666666667,0.616666666666667,0,0.14215476699444207
1017,12887,1326316,1,6,Restaurant,0,0,0,0,10.4,1,6.32602739726027,0,0,0,0,0,0,0,0,0,0,0,0,34.9374390342498,20.2834589668801,43.4578269465855,yellow,0.00948,46.3733333333333,12.97,0.813333333333333,0,0.14215476699444207
1018,12891,519301,0,3,Other,0,0,0,0,10.4,1,5.71780821917808,0,0,0,0,0,0,0,0,0,0,0,0,21.6960132437208,15.7954434849194,43.1738846990873,purple,0.00325,59.2533333333333,16.19,0.653333333333333,0,0.14215476699444207
1019,12891,1198513,0,1,Other,0,0,0,3,11.0,0,6.69315068493151,0,0,0,0,0,0,0,0,0,0,0,0,29.0720213997966,17.115865596885,33.8013913358583,blue,0.0052533333333333,70.4733333333333,9.2,0.813333333333333,0,0.0
1020,12891,1092411,0,5,Other,0,0,0,1,6.0,0,7.24657534246575,0,0,0,0,0,0,0,0,0,0,0,0,26.1434698144619,9.98124042071982,21.5590395395799,yellow,0.0,65.0866666666667,10.26,0.473333333333333,0,0.0
1021,12892,1092582,0,2,Grocery_Store,0,0,0,0,10.4,1,7.29041095890411,0,0,0,0,0,0,0,0,0,0,0,0,32.1025206104744,19.5285150804202,57.7869036144018,yellow,0.0,89.76,10.84,0.593333333333333,1,0.14215476699444207
1022,12892,1497986,1,6,Grocery_Store,0,2,0,2,13.0,0,8.43561643835617,0,1,1,0,0,0,0,0,0,0,0,0,9.40119975614078,34.6165989358366,133.371681165036,blue,0.0002666666666666,55.4633333333333,10.87,0.75,0,1.0
1023,12952,664326,2,6,Grocery_Store,0,0,0,0,10.4,1,5.9013698630137,0,0,1,0,0,0,0,0,0,0,0,0,20.9052380065713,38.2806944309055,26.6427612922447,blue,0.0,44.0133333333333,8.41,0.683333333333333,0,0.14215476699444207
1024,12979,1229678,0,3,Grocery_Store,0,0,0,0,10.4,1,5.58356164383562,0,0,0,0,0,0,0,0,0,0,0,0,6.37194380415291,22.126869212222,6.08298541138732,orange,0.0,76.4466666666667,10.0966666666667,0.48,0,0.14215476699444207
1025,12979,1329367,0,6,Grocery_Store,0,0,0,3,12.0,0,6.62739726027397,0,1,1,0,0,0,0,0,0,0,0,0,12.905447212175,17.2560775669836,3.94917304727348,brown,0.00255,72.1966666666667,12.5366666666667,0.683333333333333,0,0.0
1026,12979,1401290,3,3,Grocery_Store,0,0,0,6,7.0,0,7.26301369863014,0,1,1,0,0,0,0,0,0,0,0,0,7.49292250032138,15.5478018111412,14.9673172026761,orange,0.0027666666666666,26.0133333333333,6.38,0.723333333333333,0,0.0
1027,13008,1360378,3,7,Restaurant,0,0,0,0,10.4,1,7.51232876712329,1,0,0,0,0,0,0,0,0,0,0,0,81.5775802588803,10.738057955884,48.4623328403967,orange,0.0,78.0833333333333,5.75,0.623333333333333,0,0.14215476699444207
1028,13058,664235,0,0,Restaurant,0,0,0,0,10.4,1,5.75342465753425,0,0,0,0,0,0,0,0,0,0,0,0,36.3935971802831,24.1788729444533,34.4551269684228,blue,0.00014,54.32,9.36666666666667,0.596666666666667,0,0.14215476699444207
1029,13058,659538,0,5,Restaurant,1,0,0,0,0.0,0,5.79178082191781,1,0,0,0,0,0,0,0,0,0,0,0,35.1610260904489,20.3214199970045,39.177410330406,blue,0.0,42.0866666666667,16.98,0.65,0,0.0
1030,13058,1106646,1,3,Restaurant,0,0,0,5,19.0,0,7.35890410958904,0,0,0,0,0,0,0,0,0,0,0,0,29.2066131052497,13.226618124348,59.5458305790291,purple,0.0040466666666666,82.59,10.32,0.733333333333333,1,0.0
1031,13058,1401687,1,4,Restaurant,1,2,1,3,8.0,0,8.05205479452055,0,0,0,0,0,0,0,0,0,0,0,0,56.3002655816207,7.05207938399193,26.9159459310377,green,0.0002666666666666,18.0733333333333,7.35333333333333,0.59,0,1.0
1032,13058,1418508,0,5,Restaurant,1,0,1,4,6.0,0,8.57260273972603,1,0,0,0,0,0,0,0,0,0,0,0,29.0160348114851,23.727770918115,19.0656513250852,yellow,0.0100666666666667,77.9466666666667,8.37333333333333,0.693333333333333,0,0.0
1033,13098,1184509,0,5,Restaurant,0,0,0,0,10.4,1,6.24931506849315,0,0,0,0,0,0,0,0,0,0,0,0,22.5975095487628,0.158743650174023,4.0811988664015,yellow,0.00276,73.7566666666667,11.0266666666667,0.616666666666667,0,0.14215476699444207
1034,13159,679653,0,4,Restaurant,0,0,0,0,10.4,1,5.31232876712329,0,0,0,0,0,0,0,0,0,0,0,0,45.3177613297514,25.5349818626121,26.8270778998025,green,0.0,61.3166666666667,20.51,0.513333333333333,0,0.14215476699444207
1035,13159,1202740,0,6,Restaurant,0,0,0,4,13.0,0,6.43835616438356,1,0,0,0,0,0,0,0,0,0,0,0,37.7921559889323,14.6542894941171,59.8669551601262,brown,0.0010666666666666,53.61,11.0866666666667,0.473333333333333,0,0.0
1036,13192,1271276,0,6,Grocery_Store,0,0,0,0,10.4,1,5.93150684931507,0,0,0,0,0,0,0,0,0,0,0,0,24.5103499942506,20.7015533014002,22.3303833877876,brown,0.0130866666666667,86.9633333333333,9.71666666666667,0.67,0,0.14215476699444207
1037,13192,1166288,0,3,Grocery_Store,0,0,0,6,9.0,0,6.69315068493151,0,1,1,1,0,0,0,0,0,0,0,0,20.5516467453418,23.4092258723798,45.6492027934397,yellow,0.0066166666666666,58.4033333333333,11.05,0.543333333333333,0,0.0
1038,13199,1098617,1,5,Grocery_Store,0,0,0,0,10.4,1,6.61095890410959,0,1,1,1,0,0,0,0,0,0,0,0,29.945764807983,15.8122003859546,20.9529836904267,blue,0.00014,63.2933333333333,10.8633333333333,0.566666666666667,1,0.14215476699444207
1039,13199,1166384,0,3,Grocery_Store,0,1,1,5,11.0,0,7.53424657534247,0,0,0,0,0,0,0,0,0,0,0,0,20.3008956936927,23.1925634690161,27.7231310120535,yellow,0.0,89.76,10.84,0.593333333333333,0,1.0
1040,13277,1236051,0,2,Grocery_Store,0,0,0,0,10.4,1,7.18904109589041,0,1,0,0,0,0,0,0,0,1,0,0,20.3083987205396,3.8847608804831,44.5408188548192,green,0.0006333333333333,57.6533333333333,9.68333333333333,0.646666666666667,0,0.14215476699444207
1041,13323,547971,1,9,Restaurant,0,0,0,0,10.4,1,5.2,0,0,0,0,0,0,0,0,0,0,0,0,34.6749472324808,35.88730379245,12.8790128082858,blue,0.0,35.7966666666667,6.99666666666667,0.796666666666667,0,0.14215476699444207
1042,13388,664268,0,5,Restaurant,0,0,0,0,10.4,1,5.81095890410959,0,0,0,0,0,0,0,0,0,0,0,0,33.8416152161901,26.6466839897308,32.6544171505482,blue,0.0004266666666666,37.67,12.05,0.676666666666667,1,0.14215476699444207
1043,13388,1236042,1,5,Restaurant,0,1,0,5,22.0,0,7.67123287671233,0,0,0,0,0,0,0,0,0,0,0,0,21.006202615644,17.6015046347221,30.0595686245694,green,0.0006,58.8433333333333,9.80333333333333,0.72,0,1.0
1044,13391,1114565,0,6,Restaurant,0,0,0,0,10.4,1,6.51780821917808,0,0,0,0,0,0,0,0,0,0,0,0,13.4587285639799,0.0290005754950972,8.82364912208784,orange,0.0,52.2266666666667,5.41333333333333,0.63,0,0.14215476699444207
1045,13391,1345424,0,2,Restaurant,0,0,0,6,8.0,0,7.21917808219178,0,0,0,1,0,0,0,1,0,0,0,0,12.0349371215214,0.0002662245846933,20.6287380061955,yellow,0.00349,75.23,6.09,0.723333333333333,0,0.0
1046,13399,680058,0,5,Restaurant,0,0,0,0,10.4,1,6.17260273972603,0,0,0,0,0,0,0,0,0,0,0,0,7.34120310749124,10.1539159728136,13.0680279642977,green,0.0198833333333333,65.9333333333333,16.0333333333333,0.666666666666667,0,0.14215476699444207
1047,13399,1321351,0,7,Restaurant,0,0,0,5,9.0,0,6.91780821917808,0,0,0,0,0,0,0,0,0,0,0,0,24.6760983315256,11.0731893514623,9.04926292698388,green,0.0012466666666666,36.5066666666667,9.98,0.73,0,0.0
1048,13403,634546,1,5,Grocery_Store,0,0,0,0,10.4,1,5.57534246575342,0,1,1,1,0,0,0,0,0,0,0,0,9.64411893191706,2.22888401891318,19.6744124545643,purple,0.0001833333333333,79.2166666666667,6.47666666666667,0.696666666666667,0,0.14215476699444207
1049,13468,659365,0,2,Restaurant,0,0,0,0,10.4,1,5.25753424657534,0,0,0,0,0,0,0,0,0,0,0,0,11.4610304363237,33.3229807785949,29.5879939753534,orange,0.00014,54.32,9.36666666666667,0.596666666666667,0,0.14215476699444207
1050,13468,1202425,1,3,Restaurant,0,0,0,2,10.0,0,6.1013698630137,0,0,0,0,0,0,0,0,0,0,0,0,21.851484224322,19.2395239126507,13.4818511123201,brown,0.0022733333333333,70.6866666666667,12.75,0.576666666666667,0,0.0
1051,13495,1301021,0,3,Restaurant,0,0,0,0,10.4,1,6.60547945205479,1,0,0,0,0,0,0,0,0,0,0,0,59.0276405828508,25.6131830585262,28.1376091264071,purple,0.0127266666666667,44.1333333333333,12.5933333333333,0.806666666666667,1,0.14215476699444207
1052,13495,1092514,0,4,Restaurant,0,2,0,3,7.0,0,7.2,0,0,0,0,0,0,0,0,0,0,0,0,61.9077885091468,16.7831100817796,37.0169778796589,yellow,0.0004166666666666,76.0733333333333,10.17,0.58,0,1.0
1053,13495,1372415,0,4,Restaurant,0,0,0,4,7.0,0,7.79178082191781,1,0,0,0,0,0,0,0,0,0,0,0,39.7493851509185,23.9459116865428,254.380785423878,green,0.0,21.9633333333333,13.1366666666667,0.55,0,0.0
1054,13502,1072700,1,2,Grocery_Store,0,0,0,0,10.4,1,7.33972602739726,0,1,1,0,0,0,0,0,0,0,0,0,34.4623233776439,24.3272110742337,15.3079342249008,blue,0.0023,28.3133333333333,8.52333333333333,0.773333333333333,1,0.14215476699444207
1055,13505,1150937,0,2,Grocery_Store,0,0,0,0,10.4,1,6.25753424657534,0,0,0,0,0,0,0,0,0,0,0,0,49.8673576892916,24.7264860687122,82.2795562550835,brown,0.0,43.12,7.16666666666667,0.6,0,0.14215476699444207
1056,13505,1300930,0,3,Grocery_Store,0,0,0,2,0.0,0,6.33424657534247,0,1,1,0,0,0,0,0,0,0,0,0,69.0306101140206,21.0747250589733,57.6728173140949,orange,0.0,42.7666666666667,13.16,0.623333333333333,1,0.0
1057,13505,1401933,0,2,Grocery_Store,0,2,0,3,15.0,0,7.57260273972603,0,1,1,0,0,0,0,0,0,0,0,0,23.5987300568429,14.5666258422189,0.122864663224706,brown,6.66666666666667e-05,44.4366666666667,13.3366666666667,0.703333333333333,0,1.0
1058,13520,670450,0,4,Restaurant,0,0,0,0,10.4,1,6.0,0,0,0,0,0,0,0,0,0,0,0,0,2.44688210955999,8.88095209371427,7.09511941795902,green,0.0002333333333333,36.0133333333333,10.65,0.616666666666667,0,0.14215476699444207
1059,13528,614492,0,2,Restaurant,0,0,0,0,10.4,1,4.85205479452055,0,0,0,0,0,0,0,1,0,0,0,0,10.5846822338524,0.0004763621928462,12.7263029997544,green,0.0041333333333333,70.0733333333333,8.74333333333333,0.73,0,0.14215476699444207
1060,13528,1115176,0,5,Restaurant,0,0,0,2,27.0,0,7.07123287671233,0,0,0,0,0,0,0,1,0,0,0,0,10.8167679934955,0.0069282298975259,3.72079830327404,orange,0.0012333333333333,23.5833333333333,9.63666666666667,0.683333333333333,0,0.0
1061,13541,1206328,3,2,Grocery_Store,0,0,0,0,10.4,1,5.92876712328767,0,1,1,1,0,0,0,0,0,0,0,0,34.3063895833222,27.3668086361052,9.98454197686971,orange,0.0035466666666666,63.0766666666667,16.17,0.68,0,0.14215476699444207
1062,13660,1098806,0,9,Restaurant,0,0,0,0,10.4,1,7.1945205479452,1,0,0,0,0,0,0,0,0,0,0,0,19.1198960158059,11.0647861221152,39.9957586623852,blue,0.0,17.0566666666667,13.5433333333333,0.523333333333333,1,0.14215476699444207
1063,13660,1399222,0,5,Restaurant,0,1,0,9,11.0,0,8.16712328767123,1,0,0,0,0,0,0,0,0,0,0,0,28.1478210462814,11.9562388743857,25.1275006872886,green,0.0011,43.9033333333333,13.2666666666667,0.756666666666667,0,1.0
1064,13685,569671,1,4,Restaurant,0,0,0,0,10.4,1,5.47123287671233,0,0,0,0,0,0,0,0,0,0,0,0,0.877057278984064,0.0014269556304641,4.4188424029911,green,0.0,61.8433333333333,10.7966666666667,0.62,0,0.14215476699444207
1065,13685,1365265,0,2,Restaurant,1,0,1,4,22.0,0,7.34520547945205,0,0,0,0,0,0,0,0,0,0,0,0,3.37259161639149,0.189740788883037,1.36974521777711,green,0.00439,64.7066666666667,9.17333333333333,0.653333333333333,0,0.0
1066,13734,1196269,1,2,Restaurant,0,0,0,0,10.4,1,5.6958904109589,0,0,0,0,0,0,0,0,0,0,0,0,36.1736787525692,3.66278969954849,51.7483189503642,green,0.0,53.4166666666667,12.2666666666667,0.413333333333333,0,0.14215476699444207
1067,13734,1235732,2,5,Restaurant,1,0,1,2,11.0,0,6.65753424657534,0,0,0,0,0,0,0,0,0,0,0,0,13.9244522630572,1.46229828078359,49.9156223286635,green,0.0122133333333333,52.82,14.1333333333333,0.84,0,0.0
1068,13799,1092219,0,3,Restaurant,0,0,0,0,10.4,1,6.30958904109589,0,0,0,0,0,0,0,0,0,0,0,0,16.3629957190024,22.6150870074424,38.2709766599608,yellow,0.0004666666666666,63.8933333333333,11.79,0.703333333333333,0,0.14215476699444207
1069,13799,1092915,0,3,Restaurant,0,0,0,3,16.0,0,7.66575342465753,0,0,0,0,0,0,0,0,0,0,0,0,5.53997756788298,12.0125216820864,42.085770065099,yellow,0.0028666666666666,71.5466666666667,7.97666666666667,0.533333333333333,0,0.0
1070,13801,1235327,0,2,Restaurant,0,0,0,0,10.4,1,6.0027397260274,0,0,0,0,0,0,0,0,0,0,0,0,4.9439995302601,2.86026147422218,13.0164023404907,green,0.0042833333333333,74.9,4.74333333333333,0.723333333333333,0,0.14215476699444207
1071,13801,1236128,1,1,Restaurant,0,0,0,2,15.0,0,7.30684931506849,0,0,0,0,0,0,0,0,0,0,0,0,5.11578108201124,5.85552265925875,0.645215731536022,green,0.0009333333333333,43.6833333333333,6.88666666666667,0.816666666666667,0,0.0
1072,13801,1464557,1,3,Restaurant,0,0,1,1,11.0,0,8.21369863013699,0,0,0,0,0,0,0,0,0,0,0,0,17.5959693468573,7.30798011775719,3.46668133531162,green,0.0010666666666666,54.7633333333333,9.25666666666667,0.703333333333333,0,0.0
1073,13813,1367387,0,5,Grocery_Store,0,0,0,0,10.4,1,6.9945205479452,0,0,0,0,0,0,0,0,0,0,0,0,33.610542177783,33.1004450390293,40.7526581984748,brown,0.0013666666666666,50.8633333333333,11.4866666666667,0.606666666666667,0,0.14215476699444207
1074,13820,1072514,1,1,Grocery_Store,0,0,0,0,10.4,1,7.03561643835616,0,0,0,0,0,0,0,0,0,0,0,0,17.5573533963338,23.9989752939109,31.2312754547797,blue,0.0,85.7466666666667,9.27333333333333,0.583333333333333,1,0.14215476699444207
1075,13964,634911,0,0,Grocery_Store,0,0,0,0,10.4,1,5.40821917808219,0,0,1,0,0,0,0,0,0,0,0,0,19.3273207348151,16.9290196997902,0.83304455613618,orange,0.0,76.4366666666667,6.85333333333333,0.576666666666667,0,0.14215476699444207
1076,13984,1329412,0,3,Grocery_Store,0,0,0,0,10.4,1,7.1945205479452,0,0,1,0,0,0,0,0,0,0,0,0,38.2308961088255,15.9378866962231,45.3239669653529,brown,0.0004166666666666,82.2066666666667,10.3833333333333,0.63,0,0.14215476699444207
1077,13986,539478,0,5,Grocery_Store,0,0,0,0,10.4,1,5.44657534246575,0,0,0,0,0,0,0,0,0,0,0,0,36.5353546630314,13.139044883209,34.4173289744784,green,0.00371,65.9466666666667,7.49,0.616666666666667,0,0.14215476699444207
1078,13990,1150489,0,4,Grocery_Store,0,0,0,0,10.4,1,6.1041095890411,0,0,1,0,0,0,0,0,0,0,0,0,5.79699796723862,13.7298923149511,3.41349035424478,brown,0.0,90.14,16.8533333333333,0.513333333333333,0,0.14215476699444207
1079,14006,1182219,0,2,Grocery_Store,0,0,0,0,10.4,1,5.87123287671233,0,0,1,0,0,0,0,0,0,0,0,0,5.05561677290449,14.282170692779,11.4903519252316,green,9e-05,64.2466666666667,15.1866666666667,0.606666666666667,0,0.14215476699444207
1080,14010,555261,0,0,Grocery_Store,0,0,0,0,10.4,1,5.41369863013699,0,0,1,0,0,0,0,0,0,0,0,0,42.7334188762317,23.6072427605854,24.251398031418,orange,9e-05,73.1266666666667,6.95,0.593333333333333,0,0.14215476699444207
1081,14011,537807,0,1,Grocery_Store,0,0,0,0,10.4,1,5.63835616438356,0,0,1,0,0,0,0,0,0,0,0,0,31.0641748808941,19.3967470805951,44.1703776212301,brown,0.0003733333333333,37.95,17.8833333333333,0.706666666666667,0,0.14215476699444207
1082,14012,555334,0,2,Restaurant,0,0,0,0,10.4,1,5.26027397260274,0,0,0,0,0,0,0,0,0,0,0,0,4.35800165798936,12.6042077020424,16.4364318412671,orange,0.0,50.6,11.65,0.523333333333333,0,0.14215476699444207
1083,14012,1150919,0,3,Restaurant,0,0,0,2,11.0,0,6.23835616438356,0,0,0,0,0,0,0,0,0,0,0,0,9.82566727397777,15.3143971234756,16.0151505365575,brown,0.0013066666666666,45.5733333333333,5.95666666666667,0.773333333333333,0,0.0
1084,14012,1227825,0,4,Restaurant,0,0,0,3,4.0,0,6.6027397260274,0,0,0,0,0,0,0,0,0,0,0,0,5.70922883845874,5.94349449887043,1.49510394103468,blue,0.0,30.2366666666667,15.92,0.526666666666667,0,0.0
1085,14107,539540,1,4,Grocery_Store,0,0,0,0,10.4,1,5.2958904109589,0,0,0,0,0,0,0,0,0,0,0,0,29.6533282631561,13.5669479666132,32.6402241198383,green,0.0,42.0866666666667,16.98,0.65,1,0.14215476699444207
1086,14107,1271485,0,7,Grocery_Store,1,1,1,4,13.0,0,6.4,0,0,0,1,0,0,0,0,0,0,0,0,57.0848330835773,24.8864192708147,31.8808984548997,brown,0.0002833333333333,36.2766666666667,12.75,0.736666666666667,0,1.0
1087,14107,1389239,0,2,Grocery_Store,0,0,0,7,10.0,0,7.25205479452055,0,0,0,0,0,0,0,0,0,0,0,0,25.4533743431105,34.2559584264723,32.1912464328241,yellow,0.0013666666666666,39.9266666666667,11.69,0.63,0,0.0
1088,14113,577718,0,2,Restaurant,0,0,0,0,10.4,1,5.04383561643836,0,0,0,0,0,0,0,0,0,0,0,0,0.555108899375505,2.11030636670167,4.94973324378201,orange,0.0,42.0866666666667,16.98,0.65,0,0.14215476699444207
1089,14113,1150922,0,3,Restaurant,0,0,0,2,11.0,0,5.98630136986301,0,0,0,0,0,0,0,0,0,0,0,0,0.742603102438363,6.09427528939796,2.06780545051827,brown,0.0013066666666666,45.5733333333333,5.95666666666667,0.773333333333333,0,0.0
1090,14116,1296474,0,3,Restaurant,0,0,0,0,10.4,1,6.92602739726027,0,0,0,0,0,0,0,0,0,0,0,0,5.42256235453386,4.0789970635877,1.16025750501294,orange,0.0007033333333333,87.35,6.46666666666667,0.67,1,0.14215476699444207
1091,14134,565565,0,5,Restaurant,0,0,0,0,10.4,1,5.43287671232877,0,0,0,0,0,0,0,0,0,0,0,0,11.6134382895054,0.0035870385955482,12.862916418235,green,0.0099866666666666,52.73,16.2666666666667,0.69,1,0.14215476699444207
1092,14134,1184484,1,5,Restaurant,0,3,0,5,9.0,0,6.21095890410959,0,0,0,0,0,0,0,1,0,0,0,0,10.8944352614585,0.316771745732776,3.28357945549944,yellow,0.0002333333333333,81.0866666666667,8.8,0.616666666666667,0,1.0
1093,14134,1174605,0,6,Restaurant,1,0,1,5,14.0,0,7.42739726027397,0,0,0,0,0,0,0,0,0,0,0,0,11.0549784757862,3.55784856122745,6.67392008760635,yellow,0.0006,58.8433333333333,9.80333333333333,0.72,1,0.0
1094,14136,1154456,0,5,Restaurant,0,0,0,0,10.4,1,5.66027397260274,0,0,0,0,0,0,0,0,0,0,0,0,18.6695417889822,21.1910434533178,8.12701058994099,orange,0.0002766666666666,81.5,10.32,0.503333333333333,0,0.14215476699444207
1095,14136,1369506,0,4,Restaurant,0,0,0,5,15.0,0,6.8958904109589,0,0,0,0,0,0,0,0,0,0,0,0,13.1752008731293,23.9501060156747,10.7434167521828,orange,0.0121,73.7866666666667,6.52333333333333,0.793333333333333,1,0.0
1096,14192,1098938,0,9,Restaurant,0,0,0,0,10.4,1,6.43561643835616,0,0,0,0,0,0,0,0,0,0,0,0,5.70026993420372,5.97783684033324,6.51269511100378,blue,0.0,48.03,14.4166666666667,0.546666666666667,1,0.14215476699444207
1097,14192,1399240,0,4,Restaurant,0,2,0,9,9.0,0,7.2054794520548,0,0,0,0,0,0,0,0,0,0,0,0,15.5611168673457,6.16612446061495,26.6895461711215,green,0.0398,23.59,14.8966666666667,0.603333333333333,0,1.0
1098,14192,1497729,0,5,Restaurant,0,0,0,4,8.0,0,7.9041095890411,0,0,0,0,0,0,0,0,0,0,0,0,6.50527356785087,9.43761877358308,7.6819795606079,green,0.0,62.87,8.78,0.546666666666667,1,0.0
1099,14380,586337,0,5,Restaurant,0,0,0,0,10.4,1,5.71780821917808,1,1,0,0,0,0,0,0,0,0,0,0,24.6361851476901,17.1460270954665,2.08945504383421,yellow,0.0,49.7566666666667,14.9133333333333,0.663333333333333,0,0.14215476699444207
1100,14380,1324306,0,3,Restaurant,0,0,0,5,12.0,0,6.73424657534247,1,1,0,0,0,0,0,0,0,0,0,0,8.68354162938514,18.5423718308323,9.47052178105093,yellow,0.00099,28.5666666666667,9.53666666666667,0.766666666666667,0,0.0
1101,14422,1300446,0,3,Restaurant,0,0,0,0,10.4,1,6.5013698630137,0,0,0,0,0,0,0,0,0,0,0,0,65.120188854563,9.52258654672984,13.9493147809022,purple,0.00593,59.3466666666667,17.7833333333333,0.663333333333333,1,0.14215476699444207
1102,14431,509489,0,6,Other,0,0,0,0,10.4,1,5.0986301369863,0,0,0,0,0,0,0,0,0,0,0,0,35.7615610978661,33.3179290513311,36.9087545829943,orange,0.0,43.92,11.5933333333333,0.726666666666667,1,0.14215476699444207
1103,14431,1150585,0,4,Other,0,1,0,6,7.0,0,5.71232876712329,0,0,0,0,0,0,0,0,0,0,0,0,22.5071303562244,27.0634927795329,19.6443314224724,brown,0.0030766666666666,84.8233333333333,8.43,0.563333333333333,0,1.0
1104,14431,1305389,0,4,Other,0,0,0,4,13.0,0,6.81095890410959,0,0,0,0,0,0,0,0,1,0,0,0,31.2441277359507,17.0736122224781,49.203789653868,orange,0.0,76.6566666666667,7.64333333333333,0.613333333333333,0,0.0
